Start (s),End (s),Scientific name,Common name,Confidence,File
24,27,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.5243,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240120_053800.WAV
27,30,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.5455,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240120_053800.WAV
36,39,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.5254,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240120_053800.WAV
45,48,Crinia signifera,Common Eastern Froglet,0.5721,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240120_053800.WAV
48,51,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.5231,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240120_053800.WAV
0,3,Crinia signifera,Common Eastern Froglet,0.7899,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
3,6,Crinia signifera,Common Eastern Froglet,0.5101,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
6,9,Crinia signifera,Common Eastern Froglet,0.6489,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
9,12,Crinia signifera,Common Eastern Froglet,0.7782,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
12,15,Crinia signifera,Common Eastern Froglet,0.5881,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
15,18,Crinia signifera,Common Eastern Froglet,0.8398,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
21,24,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.8892,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
24,27,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.5562,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
27,30,Crinia signifera,Common Eastern Froglet,0.6326,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
36,39,Crinia signifera,Common Eastern Froglet,0.6504,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
39,42,Crinia signifera,Common Eastern Froglet,0.5999,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
42,45,Crinia signifera,Common Eastern Froglet,0.7976,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
45,48,Crinia signifera,Common Eastern Froglet,0.571,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
51,54,Crinia signifera,Common Eastern Froglet,0.7264,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
54,57,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.7037,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_051800.WAV
0,3,Crinia signifera,Common Eastern Froglet,0.7381,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
3,6,Crinia signifera,Common Eastern Froglet,0.6025,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
6,9,Crinia signifera,Common Eastern Froglet,0.8635,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
9,12,Crinia signifera,Common Eastern Froglet,0.8674,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
12,15,Crinia signifera,Common Eastern Froglet,0.8174,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
15,18,Crinia signifera,Common Eastern Froglet,0.7677,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
18,21,Crinia signifera,Common Eastern Froglet,0.9346,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
21,24,Crinia signifera,Common Eastern Froglet,0.8485,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
24,27,Crinia signifera,Common Eastern Froglet,0.8543,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
27,30,Crinia signifera,Common Eastern Froglet,0.5779,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
33,36,Crinia signifera,Common Eastern Froglet,0.9,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
36,39,Crinia signifera,Common Eastern Froglet,0.713,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
39,42,Crinia signifera,Common Eastern Froglet,0.9681,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
42,45,Crinia signifera,Common Eastern Froglet,0.8957,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
45,48,Crinia signifera,Common Eastern Froglet,0.7554,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
48,51,Crinia signifera,Common Eastern Froglet,0.8389,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
51,54,Crinia signifera,Common Eastern Froglet,0.7979,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
54,57,Crinia signifera,Common Eastern Froglet,0.6044,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_055200.WAV
3,6,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.562,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_204600.WAV
21,24,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6828,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_204600.WAV
42,45,Crinia signifera,Common Eastern Froglet,0.5905,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_204600.WAV
48,51,Limnodynastes dumerilii,Pobblebonk,0.5849,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11F_20240121_204600.WAV
12,15,Litoria peronii,Peron's Tree Frog,0.9987,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240111_205600.WAV
24,27,Litoria peronii,Peron's Tree Frog,0.9997,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240111_205600.WAV
27,30,Litoria peronii,Peron's Tree Frog,0.934,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240111_205600.WAV
30,33,Litoria peronii,Peron's Tree Frog,0.7624,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240111_205600.WAV
33,36,Litoria peronii,Peron's Tree Frog,0.7543,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240111_205600.WAV
36,39,Litoria peronii,Peron's Tree Frog,0.7366,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240111_205600.WAV
39,42,Litoria peronii,Peron's Tree Frog,0.9704,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240111_205600.WAV
48,51,Limnodynastes dumerilii,Pobblebonk,0.5705,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240111_205600.WAV
51,54,Litoria peronii,Peron's Tree Frog,0.9909,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240111_205600.WAV
54,57,Litoria peronii,Peron's Tree Frog,0.954,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240111_205600.WAV
0,3,Litoria peronii,Peron's Tree Frog,0.5024,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_051900.WAV
3,6,Litoria peronii,Peron's Tree Frog,0.9424,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_051900.WAV
6,9,Litoria peronii,Peron's Tree Frog,0.9898,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_051900.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.5464,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_051900.WAV
24,27,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5876,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_051900.WAV
39,42,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6972,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_051900.WAV
42,45,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7287,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_051900.WAV
51,54,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5056,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_051900.WAV
6,9,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6729,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_052400.WAV
12,15,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5662,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_052400.WAV
15,18,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5739,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_052400.WAV
18,21,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9157,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_052400.WAV
30,33,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5948,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_052400.WAV
48,51,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7036,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_052400.WAV
51,54,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7152,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_052400.WAV
0,3,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7306,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
0,3,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.6011,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
3,6,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.5998,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
3,6,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5837,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
6,9,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6304,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
9,12,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7664,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
9,12,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.5912,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
12,15,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7631,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
15,18,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5697,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
21,24,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5189,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
24,27,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6826,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
27,30,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5931,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
30,33,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6995,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
33,36,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8363,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
36,39,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.56,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
45,48,Litoria peronii,Peron's Tree Frog,0.572,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
48,51,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6298,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
51,54,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5083,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
54,57,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5708,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053000.WAV
18,21,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5834,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053600.WAV
36,39,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7553,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053600.WAV
54,57,Litoria peronii,Peron's Tree Frog,0.7078,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053600.WAV
54,57,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5541,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053600.WAV
3,6,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.6388,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053700.WAV
6,9,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6334,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053700.WAV
12,15,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7024,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053700.WAV
24,27,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.6616,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053700.WAV
33,36,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5651,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053700.WAV
39,42,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.5818,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053700.WAV
51,54,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.5502,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053700.WAV
54,57,Litoria peronii,Peron's Tree Frog,0.6462,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_053700.WAV
3,6,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.6537,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_054800.WAV
3,6,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6453,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_054800.WAV
15,18,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.667,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_054800.WAV
21,24,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7829,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_054800.WAV
24,27,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7638,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_054800.WAV
30,33,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6589,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_054800.WAV
48,51,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6035,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_054800.WAV
3,6,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5273,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_055000.WAV
15,18,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7239,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_055000.WAV
21,24,Litoria peronii,Peron's Tree Frog,0.5051,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_055000.WAV
48,51,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5241,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_055000.WAV
21,24,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5844,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_055100.WAV
33,36,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6222,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_055100.WAV
36,39,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.7367,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_055100.WAV
39,42,Crinia parinsignifera,Eastern Sign-bearing Froglet,0.5144,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_055100.WAV
42,45,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5971,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_055100.WAV
54,57,Litoria peronii,Peron's Tree Frog,0.7753,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_055100.WAV
6,9,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6375,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia parinsignifera_Eastern Sign-bearing Froglet-AUVIC_Yirraba_11U_20240116_055200.WAV
